Banco;Sociedad;Fecha Documento;CIF;Proveedor;Nº Factura;Importe;F. Anticipo;F. Vencimiento;Días;% Interés;% Comisión;Total Comisión;Total Interés;% Reparto;Comisión Prisma;Interés Prisma;Calculo com Prisma;Calculo int prisma;Total diferencia
Oro;Azul;01/01/2026;A30503948;Sustratos H…;4102361;9250,89;12/12/2025;24/05/2026;54;38,68;0,9;83,26;536,74;40,0;33,09;214,88;=G253*(L253/100)*(O253/100);=G253*(K253/360/100)*J253*(O253/100);=P253-R253+Q253-S253
Oro;Azul;01/01/2026;A62809818;Aleaciones…;1833677;606,4;28/12/2025;21/05/2026;24;47,37;1,03;6,25;19,15;20,0;1,03;3,63;=G254*(L254/100)*(O254/100);=G254*(K254/360/100)*J254*(O254/100);=P254-R254+Q254-S254
Oro;Azul;01/01/2026;A07912612;Prótesis Bi…;1518638;113,16;27/12/2025;16/05/2026;40;19,43;0,91;1,03;2,44;30,0;0,11;0,44;=G255*(L255/100)*(O255/100);=G255*(K255/360/100)*J255*(O255/100);=P255-R255+Q255-S255
Oro;Azul;01/01/2026;B08259968;Diagnóstico…;1424001;421,83;23/12/2025;10/06/2026;66;12,57;1,86;7,85;9,72;70,0;5,53;6,74;=G256*(L256/100)*(O256/100);=G256*(K256/360/100)*J256*(O256/100);=P256-R256+Q256-S256
Oro;Azul;01/01/2026;A37058389;Áridos Ibéri…;3492391;2552,09;20/12/2025;27/05/2026;21;39,78;1,62;41,34;59,22;60,0;24,64;35,3;=G257*(L257/100)*(O257/100);=G257*(K257/360/100)*J257*(O257/100);=P257-R257+Q257-S257
Oro;Azul;01/01/2026;B68875940;Vidrios Co…;1575949;5244,64;16/12/2025;17/03/2026;29;39,65;1,56;81,82;167,52;40,0;32,9;66,99;=G258*(L258/100)*(O258/100);=G258*(K258/360/100)*J258*(O258/100);=P258-R258+Q258-S258
Oro;Azul;01/01/2026;B61848303;Soluciones…;1563526;532,28;12/12/2025;11/01/2026;30;32,49;1,37;7,29;14,41;50,0;3,63;6,96;=G259*(L259/100)*(O259/100);=G259*(K259/360/100)*J259*(O259/100);=P259-R259+Q259-S259
Oro;Azul;01/01/2026;A01532039;Cerámicas…;2074861;9897,18;01/12/2025;20/01/2026;26;24,77;2,98;294,94;177,06;40,0;117,83;70,76;=G260*(L260/100)*(O260/100);=G260*(K260/360/100)*J260*(O260/100);=P260-R260+Q260-S260
Oro;Azul;01/01/2026;A95974636;Insecticidas…;4070150;566,39;06/12/2025;13/01/2026;47;41,93;1,65;9,35;31,01;40,0;3,62;12,57;=G261*(L261/100)*(O261/100);=G261*(K261/360/100)*J261*(O261/100);=P261-R261+Q261-S261
Oro;Azul;01/01/2026;A23336368;Biocidas Ex…;3610782;5953,22;23/12/2025;17/03/2026;88;25,93;2,23;132,76;377,34;50,0;66,49;188,83;=G262*(L262/100)*(O262/100);=G262*(K262/360/100)*J262*(O262/100);=P262-R262+Q262-S262
Oro;Azul;01/01/2026;B70239565;Tarimas Dir…;4837198;417,21;12/12/2025;17/01/2026;60;42,49;1,29;5,38;29,55;40,0;2,05;11,69;=G263*(L263/100)*(O263/100);=G263*(K263/360/100)*J263*(O263/100);=P263-R263+Q263-S263
Oro;Azul;01/01/2026;A38996666;Residuos P…;1923519;472,42;04/12/2025;06/06/2026;71;43,33;1,0;4,72;40,37;50,0;2,15;19,98;=G264*(L264/100)*(O264/100);=G264*(K264/360/100)*J264*(O264/100);=P264-R264+Q264-S264
Oro;Azul;01/01/2026;B93977016;Piensos Le…;1149744;741,74;26/12/2025;16/05/2026;79;15,92;1,05;7,79;25,91;30,0;2,38;7,83;=G265*(L265/100)*(O265/100);=G265*(K265/360/100)*J265*(O265/100);=P265-R265+Q265-S265
Oro;Azul;01/01/2026;B36970379;Tornillos In…;1137600;477,66;26/12/2025;03/03/2026;18;48,71;2,93;14,0;11,63;40,0;5,55;4,75;=G266*(L266/100)*(O266/100);=G266*(K266/360/100)*J266*(O266/100);=P266-R266+Q266-S266
Oro;Azul;01/01/2026;A79127004;Equipos Or…;2909075;227,11;19/12/2025;23/02/2026;20;40,7;1,79;4,07;5,14;40,0;1,83;1,94;=G267*(L267/100)*(O267/100);=G267*(K267/360/100)*J267*(O267/100);=P267-R267+Q267-S267
Oro;Azul;01/01/2026;B00897119;Geles Vale…;4810971;532,57;27/12/2025;13/03/2026;90;34,04;2,86;15,23;45,32;60,0;9,4;26,98;=G268*(L268/100)*(O268/100);=G268*(K268/360/100)*J268*(O268/100);=P268-R268+Q268-S268
Oro;Azul;01/01/2026;A78701777;Perfiles Tra…;2467602;472,4;11/12/2025;08/06/2026;22;12,05;2,27;10,72;3,48;40,0;4,01;1,62;=G269*(L269/100)*(O269/100);=G269*(K269/360/100)*J269*(O269/100);=P269-R269+Q269-S269
Oro;Azul;01/01/2026;B83741355;Parquets Lí…;2066284;814,37;21/12/2025;18/05/2026;88;33,53;0,83;6,76;66,75;40,0;2,46;26,9;=G270*(L270/100)*(O270/100);=G270*(K270/360/100)*J270*(O270/100);=P270-R270+Q270-S270
Oro;Azul;01/01/2026;A13293135;Saborizant…;1383880;378,64;22/12/2025;13/04/2026;43;45,6;0,65;2,46;20,62;70,0;1,43;14,33;=G271*(L271/100)*(O271/100);=G271*(K271/360/100)*J271*(O271/100);=P271-R271+Q271-S271
Oro;Azul;01/01/2026;B04131692;Pavimentos…;4702587;8667,1;12/12/2025;16/04/2026;62;36,36;2,62;227,08;542,73;60,0;136,06;325,36;=G272*(L272/100)*(O272/100);=G272*(K272/360/100)*J272*(O272/100);=P272-R272+Q272-S272
Oro;Azul;01/01/2026;B79453447;Principios…;2642167;3336,45;10/12/2025;02/01/2026;52;26,64;2,22;74,07;128,39;60,0;44,24;77,0;=G273*(L273/100)*(O273/100);=G273*(K273/360/100)*J273*(O273/100);=P273-R273+Q273-S273
Oro;Azul;01/01/2026;A55687689;Aditivos Bio…;2454339;378,92;28/12/2025;19/03/2026;66;15,34;0,91;3,45;10,66;60,0;2,02;6,37;=G274*(L274/100)*(O274/100);=G274*(K274/360/100)*J274*(O274/100);=P274-R274+Q274-S274
Oro;Azul;01/01/2026;B27653469;Áridos Sold…;3225982;779,91;18/12/2025;24/06/2026;81;16,87;1,27;9,9;29,6;20,0;1,78;5,7;=G275*(L275/100)*(O275/100);=G275*(K275/360/100)*J275*(O275/100);=P275-R275+Q275-S275
Oro;Azul;01/01/2026;B04980286;Resinas Ce…;3160308;829,25;21/12/2025;10/04/2026;70;45,68;1,88;15,59;73,66;20,0;3,03;14,78;=G276*(L276/100)*(O276/100);=G276*(K276/360/100)*J276*(O276/100);=P276-R276+Q276-S276
Oro;Azul;01/01/2026;A31957739;Aglomerad…;3521093;124,15;25/12/2025;24/01/2026;60;48,71;1,95;2,42;10,08;60,0;1,59;5,94;=G277*(L277/100)*(O277/100);=G277*(K277/360/100)*J277*(O277/100);=P277-R277+Q277-S277
Oro;Azul;01/01/2026;A58428781;Anclas Priv…;1404899;753,58;16/12/2025;10/05/2026;24;23,72;2,7;20,35;11,92;20,0;3,92;2,6;=G278*(L278/100)*(O278/100);=G278*(K278/360/100)*J278*(O278/100);=P278-R278+Q278-S278
Oro;Azul;01/01/2026;B22243305;Impermeab…;2466292;902,64;06/12/2025;27/01/2026;53;36,4;0,66;5,96;48,37;40,0;2,52;19,61;=G279*(L279/100)*(O279/100);=G279*(K279/360/100)*J279*(O279/100);=P279-R279+Q279-S279
Oro;Azul;01/01/2026;A04550291;Proteínas V…;1267987;762,15;04/12/2025;14/03/2026;60;40,08;1,51;11,51;50,91;60,0;7,18;30,6;=G280*(L280/100)*(O280/100);=G280*(K280/360/100)*J280*(O280/100);=P280-R280+Q280-S280
Oro;Azul;01/01/2026;B01133530;Aromas Pio…;1847634;533,03;07/12/2025;18/05/2026;42;40,14;1,72;9,17;24,96;30,0;2,73;7,71;=G281*(L281/100)*(O281/100);=G281*(K281/360/100)*J281*(O281/100);=P281-R281+Q281-S281
Oro;Azul;01/01/2026;A61568053;Motores Do…;4895582;4958,28;15/12/2025;06/06/2026;70;10,3;2,29;113,54;99,3;40,0;45,59;39,61;=G282*(L282/100)*(O282/100);=G282*(K282/360/100)*J282*(O282/100);=P282-R282+Q282-S282
Oro;Azul;01/01/2026;A66238414;Sistemas Zi…;1765680;953,29;16/12/2025;18/02/2026;80;25,38;1,43;13,63;53,77;50,0;7,04;27,01;=G283*(L283/100)*(O283/100);=G283*(K283/360/100)*J283*(O283/100);=P283-R283+Q283-S283
Oro;Azul;01/01/2026;A12189705;Insecticidas…;1131097;511,9;26/12/2025;22/04/2026;44;45,04;0,6;3,07;28,18;50,0;1,5;14,3;=G284*(L284/100)*(O284/100);=G284*(K284/360/100)*J284*(O284/100);=P284-R284+Q284-S284
Oro;Azul;01/01/2026;A66238414;Sistemas Zi…;3031236;825,84;17/12/2025;15/06/2026;53;37,34;2,04;16,85;45,4;30,0;4,83;13,37;=G285*(L285/100)*(O285/100);=G285*(K285/360/100)*J285*(O285/100);=P285-R285+Q285-S285
Oro;Azul;01/01/2026;B82511950;Compostaj…;1150157;883,03;07/12/2025;21/01/2026;34;26,3;0,98;8,65;21,93;20,0;1,69;4,56;=G286*(L286/100)*(O286/100);=G286*(K286/360/100)*J286*(O286/100);=P286-R286+Q286-S286
Oro;Azul;01/01/2026;B64774762;Entarimado…;4198718;595,23;03/12/2025;15/03/2026;41;34,24;1,24;7,38;23,21;40,0;2,7;9,35;=G287*(L287/100)*(O287/100);=G287*(K287/360/100)*J287*(O287/100);=P287-R287+Q287-S287
Oro;Azul;01/01/2026;B43344392;Granulados…;1449169;671,76;09/12/2025;09/04/2026;60;45,07;2,28;15,32;50,46;50,0;7,74;25,33;=G288*(L288/100)*(O288/100);=G288*(K288/360/100)*J288*(O288/100);=P288-R288+Q288-S288
Oro;Azul;01/01/2026;B97711863;Solventes…;3113882;534,94;18/12/2025;08/05/2026;67;38,96;2,87;15,35;38,79;30,0;4,63;11,46;=G289*(L289/100)*(O289/100);=G289*(K289/360/100)*J289*(O289/100);=P289-R289+Q289-S289
Oro;Azul;01/01/2026;B97041895;Formulacio…;3275567;159,74;05/12/2025;22/04/2026;80;28,2;2,19;3,5;10,01;40,0;1,46;3,88;=G290*(L290/100)*(O290/100);=G290*(K290/360/100)*J290*(O290/100);=P290-R290+Q290-S290
Oro;Azul;01/01/2026;A48023323;Grafitos Un…;2718844;540,99;05/12/2025;21/04/2026;84;29,83;0,97;5,25;37,65;50,0;2,5;18,9;=G291*(L291/100)*(O291/100);=G291*(K291/360/100)*J291*(O291/100);=P291-R291+Q291-S291
Oro;Azul;01/01/2026;A82449644;Licores Ext…;1135537;264,06;14/12/2025;21/01/2026;43;48,95;1,85;4,89;15,44;70,0;3,28;10,8;=G292*(L292/100)*(O292/100);=G292*(K292/360/100)*J292*(O292/100);=P292-R292+Q292-S292
Oro;Azul;01/01/2026;A77287566;Perfiles En…;4172539;313,3;03/12/2025;25/06/2026;53;21,83;2,29;7,17;10,07;60,0;4,04;5,88;=G293*(L293/100)*(O293/100);=G293*(K293/360/100)*J293*(O293/100);=P293-R293+Q293-S293
Oro;Azul;01/01/2026;B67884399;Metales La…;1930286;565,19;11/12/2025;21/06/2026;40;36,46;2,62;14,81;22,9;60,0;9,09;13,52;=G294*(L294/100)*(O294/100);=G294*(K294/360/100)*J294*(O294/100);=P294-R294+Q294-S294
Oro;Azul;01/01/2026;B07073880;Ferrosos Ci…;3636433;4617,01;11/12/2025;23/05/2026;56;19,24;1,38;63,71;138,18;60,0;38,5;82,67;=G295*(L295/100)*(O295/100);=G295*(K295/360/100)*J295*(O295/100);=P295-R295+Q295-S295
Oro;Azul;01/01/2026;B65088411;Yesos Conf…;2134823;950,58;24/12/2025;27/01/2026;19;42,59;1,76;16,73;21,37;30,0;5,24;6,48;=G296*(L296/100)*(O296/100);=G296*(K296/360/100)*J296*(O296/100);=P296-R296+Q296-S296
Oro;Azul;01/01/2026;B73300513;Harinas Ele…;1939841;3793,92;15/12/2025;22/03/2026;19;43,45;1,82;69,05;87,0;40,0;3321,8;3700,88;=G297*(L297/100)*(O297/100);=G297*(K297/360/100)*J297*(O297/100);=P297-R297+Q297-S297
Oro;Azul;01/01/2026;A10255054;Adhesivos…;3255390;396,6;02/12/2025;17/04/2026;35;30,73;2,82;11,18;11,85;30,0;3,58;3,26;=G298*(L298/100)*(O298/100);=G298*(K298/360/100)*J298*(O298/100);=P298-R298+Q298-S298
Oro;Azul;01/01/2026;B68459952;Fitosanitari…;2579194;354,85;06/12/2025;17/01/2026;52;19,45;1,3;4,61;9,97;20,0;0,72;1,78;=G299*(L299/100)*(O299/100);=G299*(K299/360/100)*J299*(O299/100);=P299-R299+Q299-S299
Oro;Azul;01/01/2026;B55595910;Bridas Lim…;1718500;788,97;02/12/2025;26/01/2026;42;43,78;1,84;14,52;40,3;70,0;10,35;28,22;=G300*(L300/100)*(O300/100);=G300*(K300/360/100)*J300*(O300/100);=P300-R300+Q300-S300
Oro;Azul;01/01/2026;A71367687;Reactivos…;4404338;429,38;02/12/2025;26/06/2026;30;26,6;0,83;3,56;9,52;40,0;1,68;3,97;=G301*(L301/100)*(O301/100);=G301*(K301/360/100)*J301*(O301/100);=P301-R301+Q301-S301
Oro;Azul;01/01/2026;B55201000;Cajas Gara…;1342850;6955,39;10/12/2025;15/04/2026;70;37,76;2,49;173,19;510,68;40,0;69,52;204,02;=G302*(L302/100)*(O302/100);=G302*(K302/360/100)*J302*(O302/100);=P302-R302+Q302-S302
Oro;Azul;01/01/2026;A68844647;Alcantarilla…;1858907;4334,53;20/12/2025;03/02/2026;64;22,32;1,77;76,72;171,99;50,0;38,66;86,17;=G303*(L303/100)*(O303/100);=G303*(K303/360/100)*J303*(O303/100);=P303-R303+Q303-S303
Oro;Azul;01/01/2026;B76475692;Contrachap…;3695992;268,53;06/12/2025;23/01/2026;67;29,47;2,83;7,6;14,73;30,0;2,09;4,27;=G304*(L304/100)*(O304/100);=G304*(K304/360/100)*J304*(O304/100);=P304-R304+Q304-S304
Oro;Azul;01/01/2026;B28853608;Colorantes…;1861256;8724,86;13/12/2025;10/06/2026;77;48,91;2,33;203,29;912,73;60,0;121,88;547,74;=G305*(L305/100)*(O305/100);=G305*(K305/360/100)*J305*(O305/100);=P305-R305+Q305-S305
Oro;Azul;01/01/2026;A21855870;Pistones M…;2853435;929,92;20/12/2025;01/05/2026;16;21,34;0,91;8,46;8,82;20,0;1,4;1,97;=G306*(L306/100)*(O306/100);=G306*(K306/360/100)*J306*(O306/100);=P306-R306+Q306-S306
Oro;Azul;01/01/2026;B83669934;Plataforma…;2135524;394,16;01/12/2025;01/02/2026;38;31,92;2,52;9,93;13,28;20,0;1,94;2,81;=G307*(L307/100)*(O307/100);=G307*(K307/360/100)*J307*(O307/100);=P307-R307+Q307-S307
Oro;Azul;01/01/2026;B49664289;Forjados A…;4347795;620,04;25/12/2025;25/02/2026;43;21,93;0,84;5,21;16,24;30,0;1,7;4,94;=G308*(L308/100)*(O308/100);=G308*(K308/360/100)*J308*(O308/100);=P308-R308+Q308-S308
Oro;Azul;01/01/2026;A77575454;Sedas Pres…;4972260;645,35;24/12/2025;06/03/2026;89;48,97;1,74;11,23;78,13;40,0;4,56;31,19;=G309*(L309/100)*(O309/100);=G309*(K309/360/100)*J309*(O309/100);=P309-R309+Q309-S309
Oro;Azul;01/01/2026;B69180200;Correas Gr…;2460587;8246,97;03/12/2025;01/01/2026;61;21,4;1,16;95,66;299,04;70,0;67,24;209,51;=G310*(L310/100)*(O310/100);=G310*(K310/360/100)*J310*(O310/100);=P310-R310+Q310-S310
Oro;Azul;01/01/2026;B40372855;Proyectos…;1064422;5193,1;04/12/2025;09/03/2026;12;16,01;2,45;127,23;27,71;60,0;76,46;16,86;=G311*(L311/100)*(O311/100);=G311*(K311/360/100)*J311*(O311/100);=P311-R311+Q311-S311
Oro;Azul;01/01/2026;A62687383;Microchips…;3218943;1234,77;10/12/2025;26/01/2026;37;44,16;2,69;33,22;56,04;20,0;6,52;11,24;=G312*(L312/100)*(O312/100);=G312*(K312/360/100)*J312*(O312/100);=P312-R312+Q312-S312
Oro;Azul;01/01/2026;A09766957;Pavimentos…;2511601;618,52;07/12/2025;12/01/2026;35;47,48;0,88;5,44;28,55;20,0;1,31;5,75;=G313*(L313/100)*(O313/100);=G313*(K313/360/100)*J313*(O313/100);=P313-R313+Q313-S313
Oro;Azul;01/01/2026;A44276398;Redes Cert…;3436815;271,25;19/12/2025;03/01/2026;68;17,55;1,99;5,4;8,99;50,0;2,54;4,72;=G314*(L314/100)*(O314/100);=G314*(K314/360/100)*J314*(O314/100);=P314-R314+Q314-S314
Oro;Azul;01/01/2026;A39063221;Cobres Ma…;3688304;2466,58;22/12/2025;09/06/2026;74;22,42;0,68;16,77;113,67;50,0;8,27;57,04;=G315*(L315/100)*(O315/100);=G315*(K315/360/100)*J315*(O315/100);=P315-R315+Q315-S315
Oro;Azul;01/01/2026;B67859772;Tarimas Pi…;3820807;124,33;11/12/2025;08/05/2026;73;21,94;0,64;0,8;5,53;40,0;0,1;2,16;=G316*(L316/100)*(O316/100);=G316*(K316/360/100)*J316*(O316/100);=P316-R316+Q316-S316
Oro;Azul;01/01/2026;B19163315;Azúcares Li…;4641597;7925,03;27/12/2025;18/03/2026;30;27,15;1,29;102,23;179,3;30,0;30,78;54,02;=G317*(L317/100)*(O317/100);=G317*(K317/360/100)*J317*(O317/100);=P317-R317+Q317-S317
Oro;Azul;01/01/2026;B08185527;Perfiles Re…;1258776;489,82;23/12/2025;12/06/2026;45;40,97;0,51;2,5;25,08;20,0;0,21;4,83;=G318*(L318/100)*(O318/100);=G318*(K318/360/100)*J318*(O318/100);=P318-R318+Q318-S318
Oro;Azul;01/01/2026;A78687274;Cojinetes R…;4224077;825,77;24/12/2025;21/05/2026;41;34,41;1,46;12,06;32,36;20,0;2,66;6,29;=G319*(L319/100)*(O319/100);=G319*(K319/360/100)*J319*(O319/100);=P319-R319+Q319-S319
Oro;Azul;01/01/2026;A32805421;Palés Trata…;3040656;8154,26;22/12/2025;26/03/2026;71;12,85;2,38;194,07;206,65;40,0;77,69;82,38;=G320*(L320/100)*(O320/100);=G320*(K320/360/100)*J320*(O320/100);=P320-R320+Q320-S320
Oro;Azul;01/01/2026;A77356952;Transporte…;2391501;639,48;06/12/2025;05/02/2026;60;29,63;2,68;17,14;31,58;40,0;6,76;12,91;=G321*(L321/100)*(O321/100);=G321*(K321/360/100)*J321*(O321/100);=P321-R321+Q321-S321
Oro;Azul;01/01/2026;A97451851;Baterías C…;4779076;859,23;20/12/2025;25/05/2026;76;40,91;1,25;10,74;74,21;20,0;2,1;14,74;=G322*(L322/100)*(O322/100);=G322*(K322/360/100)*J322*(O322/100);=P322-R322+Q322-S322
Oro;Azul;01/01/2026;B76922649;Reciclajes…;2811034;903,86;17/12/2025;24/04/2026;38;40,97;1,56;14,1;39,09;40,0;5,73;15,38;=G323*(L323/100)*(O323/100);=G323*(K323/360/100)*J323*(O323/100);=P323-R323+Q323-S323
Oro;Azul;01/01/2026;B19578658;Datos Paral…;2015033;7650,44;27/12/2025;05/02/2026;10;31,54;1,31;100,22;67,03;50,0;49,94;33,61;=G324*(L324/100)*(O324/100);=G324*(K324/360/100)*J324*(O324/100);=P324-R324+Q324-S324
Oro;Azul;01/01/2026;B02483109;Transporte…;1805987;113,85;14/12/2025;07/04/2026;47;21,2;2,34;2,66;3,15;70,0;2,07;2,39;=G325*(L325/100)*(O325/100);=G325*(K325/360/100)*J325*(O325/100);=P325-R325+Q325-S325
Oro;Azul;01/01/2026;A69716470;Morteros G…;2734211;535,11;12/12/2025;12/01/2026;15;11,51;2,68;14,34;2,57;30,0;4,55;0,58;=G326*(L326/100)*(O326/100);=G326*(K326/360/100)*J326*(O326/100);=P326-R326+Q326-S326
Oro;Azul;01/01/2026;B13837871;Vellones Di…;3581554;512,68;02/12/2025;17/01/2026;63;41,34;1,77;9,07;37,09;50,0;4,52;18,31;=G327*(L327/100)*(O327/100);=G327*(K327/360/100)*J327*(O327/100);=P327-R327+Q327-S327
Oro;Azul;01/01/2026;A28060446;Granos Elá…;3664347;725,26;09/12/2025;18/02/2026;30;15,73;0,6;4,35;9,51;40,0;1,61;3,84;=G328*(L328/100)*(O328/100);=G328*(K328/360/100)*J328*(O328/100);=P328-R328+Q328-S328
Oro;Azul;01/01/2026;B19769216;Transistore…;2923236;409,18;28/12/2025;16/01/2026;37;10,52;1,03;4,21;4,42;20,0;0,79;1,02;=G329*(L329/100)*(O329/100);=G329*(K329/360/100)*J329*(O329/100);=P329-R329+Q329-S329
Oro;Azul;01/01/2026;A89085019;Silicatos Ar…;4738102;667,92;03/12/2025;02/05/2026;16;44,59;1,58;10,55;13,24;40,0;4,13;5,33;=G330*(L330/100)*(O330/100);=G330*(K330/360/100)*J330*(O330/100);=P330-R330+Q330-S330
Oro;Azul;01/01/2026;B39178717;Pavimentos…;4448974;9884,49;21/12/2025;13/02/2026;85;14,1;1,97;194,72;329,07;40,0;77,83;131,67;=G331*(L331/100)*(O331/100);=G331*(K331/360/100)*J331*(O331/100);=P331-R331+Q331-S331
Oro;Azul;01/01/2026;B41251102;Aerogenera…;2627451;374,1;20/12/2025;26/04/2026;34;31,5;1,89;7,07;11,13;50,0;3,49;5,59;=G332*(L332/100)*(O332/100);=G332*(K332/360/100)*J332*(O332/100);=P332-R332+Q332-S332
Oro;Azul;01/01/2026;A21090683;Interruptore…;4084532;265,96;15/12/2025;23/02/2026;76;34,87;2,45;6,52;19,58;50,0;3,28;9,6;=G333*(L333/100)*(O333/100);=G333*(K333/360/100)*J333*(O333/100);=P333-R333+Q333-S333
Oro;Azul;01/01/2026;A43020375;Sensores N…;1710482;539,48;23/12/2025;27/02/2026;65;16,88;1,39;7,5;16,44;20,0;1,6;3,44;=G334*(L334/100)*(O334/100);=G334*(K334/360/100)*J334*(O334/100);=P334-R334+Q334-S334
Oro;Azul;01/01/2026;A40684521;Resistencia…;4872891;284,34;26/12/2025;02/04/2026;15;17,69;1,89;5,37;2,1;40,0;1,99;1,03;=G335*(L335/100)*(O335/100);=G335*(K335/360/100)*J335*(O335/100);=P335-R335+Q335-S335
Oro;Azul;01/01/2026;A25151671;Cables Org…;2870261;491,58;19/12/2025;21/06/2026;36;31,6;1,33;6,54;15,53;30,0;2,14;4,45;=G336*(L336/100)*(O336/100);=G336*(K336/360/100)*J336*(O336/100);=P336-R336+Q336-S336
Oro;Azul;01/01/2026;A36965773;Hilaturas C…;1517789;653,39;15/12/2025;11/01/2026;88;44,28;2,96;19,34;70,72;30,0;5,95;21,14;=G337*(L337/100)*(O337/100);=G337*(K337/360/100)*J337*(O337/100);=P337-R337+Q337-S337
Oro;Azul;01/01/2026;A83977236;Contrachap…;3462634;5333,37;24/12/2025;19/06/2026;56;27,54;2,48;132,27;228,48;40,0;53,15;91,19;=G338*(L338/100)*(O338/100);=G338*(K338/360/100)*J338*(O338/100);=P338-R338+Q338-S338
Oro;Azul;01/01/2026;B73728164;Transistore…;4946440;3010,82;26/12/2025;08/05/2026;32;31,63;2,92;87,92;84,65;30,0;26,22;25,1;=G339*(L339/100)*(O339/100);=G339*(K339/360/100)*J339*(O339/100);=P339-R339+Q339-S339
Oro;Azul;01/01/2026;B09286084;Engranajes…;4717684;113,31;03/12/2025;04/03/2026;48;24,16;1,74;1,97;3,65;30,0;0,32;1,33;=G340*(L340/100)*(O340/100);=G340*(K340/360/100)*J340*(O340/100);=P340-R340+Q340-S340
Oro;Azul;01/01/2026;B88158674;Informes In…;3430045;794,44;17/12/2025;14/03/2026;35;12,39;2,26;17,95;9,57;30,0;5,4;2,71;=G341*(L341/100)*(O341/100);=G341*(K341/360/100)*J341*(O341/100);=P341-R341+Q341-S341
Oro;Azul;01/01/2026;B81248591;Baterías Se…;2836985;448,4;28/12/2025;14/01/2026;81;35,74;2,08;9,33;36,06;60,0;5,35;21,58;=G342*(L342/100)*(O342/100);=G342*(K342/360/100)*J342*(O342/100);=P342-R342+Q342-S342
Oro;Azul;01/01/2026;A53939208;Disolventes…;4550490;863,49;20/12/2025;21/05/2026;61;24,55;0,89;7,69;35,92;40,0;3,28;14,07;=G343*(L343/100)*(O343/100);=G343*(K343/360/100)*J343*(O343/100);=P343-R343+Q343-S343
Oro;Azul;01/01/2026;B51300901;Proteínas P…;4903177;115,36;15/12/2025;21/04/2026;59;42,74;1,72;1,98;8,08;60,0;1,39;5,04;=G344*(L344/100)*(O344/100);=G344*(K344/360/100)*J344*(O344/100);=P344-R344+Q344-S344
Oro;Azul;01/01/2026;B80087530;Convertidor…;3402330;743,19;16/12/2025;19/04/2026;53;13,12;1,18;8,77;14,36;70,0;6,12;10,21;=G345*(L345/100)*(O345/100);=G345*(K345/360/100)*J345*(O345/100);=P345-R345+Q345-S345
Oro;Azul;01/01/2026;A66028313;Registros P…;2234104;186,12;02/12/2025;11/01/2026;10;20,64;1,72;3,2;1,07;30,0;0,99;0,33;=G346*(L346/100)*(O346/100);=G346*(K346/360/100)*J346*(O346/100);=P346-R346+Q346-S346
Oro;Azul;01/01/2026;A68354808;Colorantes…;3749162;614,23;11/12/2025;09/01/2026;49;33,22;2,41;14,8;27,77;70,0;10,12;19,36;=G347*(L347/100)*(O347/100);=G347*(K347/360/100)*J347*(O347/100);=P347-R347+Q347-S347
Oro;Azul;01/01/2026;B24275805;Variadores…;1046825;238,13;06/12/2025;27/06/2026;33;37,61;2,62;6,24;8,21;30,0;1,85;2,26;=G348*(L348/100)*(O348/100);=G348*(K348/360/100)*J348*(O348/100);=P348-R348+Q348-S348
Oro;Azul;01/01/2026;A64733077;Aparejos Fl…;2543498;635,57;26/12/2025;19/04/2026;90;13,75;1,15;7,31;21,85;60,0;4,15;12,94;=G349*(L349/100)*(O349/100);=G349*(K349/360/100)*J349*(O349/100);=P349-R349+Q349-S349
Oro;Azul;01/01/2026;B84792776;Actuadores…;3995796;708,57;07/12/2025;25/04/2026;85;43,1;0,98;6,94;72,11;60,0;4,01;43,49;=G350*(L350/100)*(O350/100);=G350*(K350/360/100)*J350*(O350/100);=P350-R350+Q350-S350
Oro;Azul;01/01/2026;B73057079;Prefabricad…;1897610;475,68;21/12/2025;05/03/2026;87;39,21;0,77;3,66;45,07;60,0;1,93;27,22;=G351*(L351/100)*(O351/100);=G351*(K351/360/100)*J351*(O351/100);=P351-R351+Q351-S351
Oro;Azul;01/01/2026;B71207632;Geles Livia…;1245850;794,78;23/12/2025;20/01/2026;23;44,88;2,73;21,7;22,79;70,0;14,98;15,81;=G352*(L352/100)*(O352/100);=G352*(K352/360/100)*J352*(O352/100);=P352-R352+Q352-S352
Oro;Azul;01/01/2026;A82817723;Mármoles…;4945663;899,7;16/12/2025;10/03/2026;61;39,39;2,52;22,67;60,05;50,0;11,2;30,15;=G353*(L353/100)*(O353/100);=G353*(K353/360/100)*J353*(O353/100);=P353-R353+Q353-S353
Oro;Azul;01/01/2026;A24315708;Silicatos U…;1301069;6414,04;06/12/2025;12/02/2026;46;48,7;1,41;90,44;399,13;70,0;63,35;279,45;=G354*(L354/100)*(O354/100);=G354*(K354/360/100)*J354*(O354/100);=P354-R354+Q354-S354
Oro;Azul;01/01/2026;A79689218;Alcantarilla…;1741674;496,95;27/12/2025;19/04/2026;12;22,09;0,97;4,82;3,66;40,0;1,7;1,61;=G355*(L355/100)*(O355/100);=G355*(K355/360/100)*J355*(O355/100);=P355-R355+Q355-S355
Oro;Azul;01/01/2026;B49664289;Forjados A…;3916370;425,13;23/12/2025;04/04/2026;74;33,44;0,76;3,23;29,22;30,0;1,11;8,48;=G356*(L356/100)*(O356/100);=G356*(K356/360/100)*J356*(O356/100);=P356-R356+Q356-S356
